place,state,country,all_minimums_repealed,status,policy_change,scope,land_uses,reform_date,population,lat,long,url,reporter,summary
Argyle,WI,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,813,42.701208,-89.8670532,https://parkingreform.org/mandates-map/city_detail/Argyle_WI.html,Samuel Deetz,"The B-1 General Commercial District is exempt from parking regulations. "
Arkansas City,KS,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,11974,37.0622562,-97.0388338,https://parkingreform.org/mandates-map/city_detail/ArkansasCity_KS.html,Samuel Deetz,No off-street parking facilities are required in the C-4 Central Business District.
Arlington Heights,IL,United States,FALSE,implemented,add parking maximums,citywide,"residential, all uses",,77676,42.0811563,-87.9802164,https://parkingreform.org/mandates-map/city_detail/ArlingtonHeights_IL.html,Samuel Deetz,The total number of accessory parking spaces provided for a two-family or multiple -family dwelling or hotel may not exceed the requirements for such use or for an equivalent new use by more than 50%. The total number of accessory parking spaces for a single-family residential zoning lot may not exceed six.
Arlington,MA,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,46308,42.4153739,-71.1564428,https://parkingreform.org/mandates-map/city_detail/Arlington_MA.html,Vincent Baudoin,"The 2023 Annual Town Meeting passed a zoning change to eliminate parking minimums for non-residential uses in the B5 district, which represents a portion of the Arlington Center business district."
Arlington,TN,United States,FALSE,implemented,"add parking maximums,reduce parking minimums,remove parking minimums",city center / business district,all uses,,14549,35.296145,-89.661664,https://parkingreform.org/mandates-map/city_detail/Arlington_TN.html,Samuel Deetz,"Properties in the  B-3 Downtown Zoning District, adjacent to the original Depot Square, as shown in Section 4.4.3, are exempt from minimum parking requirements. Elsewhere in the B-3 District, parking requirements may be reduced due to proximity to on-street parking or public parking. Maximum parking limits apply to most uses citywide."
Arlington,TX,United States,FALSE,implemented,"add parking maximums,reduce parking minimums",city center / business district,"commercial,other",,394266,32.7355816,-97.1071186,https://parkingreform.org/mandates-map/city_detail/Arlington_TX.html,Samuel Deetz,"Parking minimums are reduced in the DB, DNO, and LCMUO Districts and on-street parking may count towards the minimums. Parking maximums are set at 100% of the minimums in the EDO District."
Armada,MI,United States,FALSE,implemented,"add parking maximums,remove parking minimums",city center / business district,all uses,,1684,42.8441964,-82.8843722,https://parkingreform.org/mandates-map/city_detail/Armada_MI.html,Samuel Deetz,"Within the C-1 districts, uses that are located within 500 feet of an off-street public parking facility are exempt from parking mandates. Parking maximums apply to all uses."
Armadale,WA,Australia,FALSE,implemented,reduce parking minimums,city center / business district,"commercial,industrial",,94184,-32.151264,116.016204,https://parkingreform.org/mandates-map/city_detail/Armadale_WA.html,Samuel Deetz,A fee in lieu of required parking may be provided for commercial and industrial uses in those districts.
Arnolds Park,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,1110,43.3704506,-95.1258882,https://parkingreform.org/mandates-map/city_detail/ArnoldsPark_IA.html,Samuel Deetz,The (C-1) Downtown Commercial District is exempt from minimum parking requirements.
Arvada,CO,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums","city center / business district,transit oriented",commercial,,124402,39.8005505,-105.0811573,https://parkingreform.org/mandates-map/city_detail/Arvada_CO.html,Samuel Deetz,"Parking reductions are permitted in Transit-Oriented Development and Urban Center areas through Valet parking, proximity to transit, TDM, carpool parking or bike parking. Within Zone A, commercial uses not required to meet minimum parking requirements."
Ascension Parish,LA,United States,FALSE,implemented,reduce parking minimums,main street / special,all uses,,126500,30.2116442,-90.9186104,https://parkingreform.org/mandates-map/city_detail/AscensionParish_LA.html,Samuel Deetz,Adjacent on-street parking may count toward parking requirements in the TND Traditional Neighborhood Development zone.
Asheville,NC,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,92870,35.6009498,-82.5540161,https://parkingreform.org/mandates-map/city_detail/Asheville_NC.html,Joe Minicozzi,"There is no parking required for any uses in Asheville's Central Business District, except for hotels."
Ashland,IL,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,1218,39.8878264,-90.0078907,https://parkingreform.org/mandates-map/city_detail/Ashland_IL.html,Samuel Deetz,Commercial buildings fronting on either side of the following street segments are exempt from parking mandates: Mechanic Street between Hardin Street and Yates Street; Editor Street between Clay Street and Yates Street; Washington Street between Hardin Street and Yates Street; Hardin Street between Washington Street and Mechanic Street; and Yates Street between Washington Street and Main Street.
Ashland,KY,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,21625,38.4784144,-82.6379387,https://parkingreform.org/mandates-map/city_detail/Ashland_KY.html,Samuel Deetz,The B-3 Business/Downtown district is exempt from minimum parking requirements.
Ashland,OR,United States,TRUE,implemented,"add parking maximums,remove parking minimums",citywide,all uses,2023-12-19,21360,42.1972487,-122.7153995,https://parkingreform.org/mandates-map/city_detail/Ashland_OR.html,Derek Severson,"On December 19, 2023 Ashland removed parking mandates citywide. Parking maximums apply to all uses except single-family and two-family dwellings. Previously, parking was not required in the Commercial Downtown Zone or the North Mountain Plan District, other than residential uses."
Ashland,WI,United States,FALSE,implemented,"add parking maximums,remove parking minimums",city center / business district,commercial,,7908,46.590959,-90.884466,https://parkingreform.org/mandates-map/city_detail/Ashland_WI.html,Samuel Deetz,Commercial uses in the City Center District that do not abut US Highway 2 are exempt from parking mandates. Parking maximums apply to all uses.
Ashtabula,OH,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,17975,41.865054,-80.789809,https://parkingreform.org/mandates-map/city_detail/Ashtabula_OH.html,Samuel Deetz,The C-2 Central Business District is exempt from minimum parking requirements.
Ashville,OH,United States,FALSE,implemented,reduce parking minimums,city center / business district,"commercial,other",,4621,39.7156186,-82.9529584,https://parkingreform.org/mandates-map/city_detail/Ashville_OH.html,Samuel Deetz,Parking requirements are reduced for nonresidential uses in the VC Village Center District.
Ashwaubenon,WI,United States,FALSE,implemented,reduce parking minimums,citywide,all uses,,16991,44.4752606,-88.060735,https://parkingreform.org/mandates-map/city_detail/Ashwaubenon_WI.html,Samuel Deetz,On-street parking within 50 feet of the subject property boundaries may be included within off-street parking requirement calculations.
Aspen,CO,United States,FALSE,implemented,"add parking maximums,reduce parking minimums","city center / business district,citywide","all uses,commercial,other",,7004,39.1911128,-106.82356,https://parkingreform.org/mandates-map/city_detail/Aspen_CO.html,Samuel Deetz,Parking maximums apply to uses in the infill area. Parking requirements may be reduced through a fee in lieu of required parking or mobility measures such as a TDM plan.
Atchison,KS,United States,FALSE,implemented,reduce parking minimums,main street / special,"residential, all uses",,10476,39.5632392,-95.1199452,https://parkingreform.org/mandates-map/city_detail/Atchison_KS.html,,City allows for on-street spaces to count towards minimums in residential zones and allows for shared off-site parking reductions in other zones.
